Symbol,Strategy,Date,Action,Price,Reason,Side,Net Profit,Cumulative Net Profit,N,L,Signal Date,Signal_Rolling_High,Signal_Rolling_Low,entry_close_t,exit_close_t,EntryPrice
0050,S1 Trend-Long,2019-02-25,BUY,77.95,收盤 > N日高,long,0.0,0.0,20,40,2019-02-24,76.7,72.0,77.5,,
0050,S1 Trend-Long,2019-05-23,SELL,76.75,收盤 < L日低,long,-1.27735,-1.27735,20,40,2019-05-22,83.8,77.7,77.5,76.95,77.95
0050,S1 Trend-Long,2019-06-19,BUY,81.05,收盤 > N日高,long,0.0,-1.27735,20,40,2019-06-18,79.8,76.3,80.75,,
0050,S1 Trend-Long,2020-02-02,SELL,88.2,收盤 < L日低,long,7.065375,5.788025,20,40,2020-01-30,98.85,91.4,80.75,89.95,81.05
0050,S1 Trend-Long,2020-04-15,BUY,80.5,收盤 > N日高,long,0.0,5.788025,20,40,2020-04-14,80.95,67.25,81.2,,
0050,S1 Trend-Long,2021-05-12,SELL,125.95,收盤 < L日低,long,45.346775,51.1348,20,40,2021-05-11,142.0,130.6,81.2,129.4,80.5
0050,S1 Trend-Long,2021-06-15,BUY,139.0,收盤 > N日高,long,0.0,51.1348,20,40,2021-06-14,138.5,121.2,138.85,,
0050,S1 Trend-Long,2021-07-28,SELL,135.55,收盤 < L日低,long,-3.587275,47.547525,20,40,2021-07-27,141.85,134.5,138.85,134.25,139.0
0050,S1 Trend-Long,2021-08-30,BUY,139.7,收盤 > N日高,long,0.0,47.547525,20,40,2021-08-29,139.45,130.2,139.5,,
0050,S1 Trend-Long,2022-02-24,SELL,138.75,收盤 < L日低,long,-1.089225,46.4583,20,40,2022-02-23,152.25,140.3,139.5,138.8,139.7
0050,S1 Trend-Long,2022-07-31,BUY,118.4,收盤 > N日高,long,0.0,46.4583,20,40,2022-07-28,117.95,108.45,118.0,,
0050,S1 Trend-Long,2022-09-19,SELL,112.25,收盤 < L日低,long,-6.265325,40.192975000000004,20,40,2022-09-18,122.0,112.1,118.0,112.05,118.4
0050,S1 Trend-Long,2022-11-09,BUY,103.75,收盤 > N日高,long,0.0,40.192975000000004,20,40,2022-11-08,102.3,96.5,104.5,,
0050,S1 Trend-Long,2023-04-26,SELL,115.75,收盤 < L日低,long,11.89025,52.083225000000006,20,40,2023-04-25,122.35,116.5,104.5,116.1,103.75
0050,S1 Trend-Long,2023-05-17,BUY,122.1,收盤 > N日高,long,0.0,52.083225000000006,20,40,2023-05-16,120.4,115.5,120.55,,
0050,S1 Trend-Long,2023-08-14,SELL,124.95,收盤 < L日低,long,2.726475,54.80970000000001,20,40,2023-08-13,132.5,126.15,120.55,124.5,122.1
0050,S1 Trend-Long,2023-09-17,BUY,126.9,收盤 > N日高,long,0.0,54.80970000000001,20,40,2023-09-14,127.1,122.9,127.35,,
0050,S1 Trend-Long,2023-09-21,SELL,122.15,收盤 < L日低,long,-4.874525,49.93517500000001,20,40,2023-09-20,127.35,122.9,127.35,122.75,126.9
0050,S1 Trend-Long,2023-11-13,BUY,129.5,收盤 > N日高,long,0.0,49.93517500000001,20,40,2023-11-12,127.45,121.1,128.7,,
0050,S1 Trend-Long,2024-01-17,SELL,127.6,收盤 < L日低,long,-2.02855,47.906625000000005,20,40,2024-01-16,136.0,129.9,128.7,127.45,129.5
0050,S1 Trend-Long,2024-01-29,BUY,136.65,收盤 > N日高,long,0.0,47.906625000000005,20,40,2024-01-28,136.0,127.3,136.5,,
0050,S1 Trend-Long,2024-08-05,SELL,167.0,收盤 < L日低,long,30.198175,78.10480000000001,20,40,2024-08-04,202.8,166.15,136.5,158.75,136.65
0050,S1 Trend-Long,2024-09-24,BUY,188.0,收盤 > N日高,long,0.0,78.10480000000001,20,40,2024-09-23,184.1,158.4,185.0,,
0050,S2 Trend-Short,2019-05-23,SELLSHORT,76.75,收盤 < L日低,short,0.0,0.0,20,40,2019-05-22,83.8,77.7,76.95,,
0050,S2 Trend-Short,2019-06-19,BUYTOCOVER,81.05,收盤 > N日高,short,-4.3789,-4.3789,20,40,2019-06-18,79.8,76.3,76.95,80.75,76.75
0050,S2 Trend-Short,2020-02-02,SELLSHORT,88.2,收盤 < L日低,short,0.0,-4.3789,20,40,2020-01-30,98.85,91.4,89.95,,
0050,S2 Trend-Short,2020-04-15,BUYTOCOVER,80.5,收盤 > N日高,short,7.61565,3.23675,20,40,2020-04-14,80.95,67.25,89.95,81.2,88.2
0050,S2 Trend-Short,2021-05-12,SELLSHORT,125.95,收盤 < L日低,short,0.0,3.23675,20,40,2021-05-11,142.0,130.6,129.4,,
0050,S2 Trend-Short,2021-06-15,BUYTOCOVER,139.0,收盤 > N日高,short,-13.182475,-9.945725,20,40,2021-06-14,138.5,121.2,129.4,138.85,125.95
0050,S2 Trend-Short,2021-07-28,SELLSHORT,135.55,收盤 < L日低,short,0.0,-9.945725,20,40,2021-07-27,141.85,134.5,134.25,,
0050,S2 Trend-Short,2021-08-30,BUYTOCOVER,139.7,收盤 > N日高,short,-4.287625,-14.23335,20,40,2021-08-29,139.45,130.2,134.25,139.5,135.55
0050,S2 Trend-Short,2022-02-24,SELLSHORT,138.75,收盤 < L日低,short,0.0,-14.23335,20,40,2022-02-23,152.25,140.3,138.8,,
0050,S2 Trend-Short,2022-07-31,BUYTOCOVER,118.4,收盤 > N日高,short,20.221425,5.988075,20,40,2022-07-28,117.95,108.45,138.8,118.0,138.75
0050,S2 Trend-Short,2022-09-19,SELLSHORT,112.25,收盤 < L日低,short,0.0,5.988075,20,40,2022-09-18,122.0,112.1,112.05,,
0050,S2 Trend-Short,2022-11-09,BUYTOCOVER,103.75,收盤 > N日高,short,8.392,14.380075,20,40,2022-11-08,102.3,96.5,112.05,104.5,112.25
0050,S2 Trend-Short,2023-04-26,SELLSHORT,115.75,收盤 < L日低,short,0.0,14.380075,20,40,2023-04-25,122.35,116.5,116.1,,
0050,S2 Trend-Short,2023-05-17,BUYTOCOVER,122.1,收盤 > N日高,short,-6.468925,7.91115,20,40,2023-05-16,120.4,115.5,116.1,120.55,115.75
0050,S2 Trend-Short,2023-08-14,SELLSHORT,124.95,收盤 < L日低,short,0.0,7.91115,20,40,2023-08-13,132.5,126.15,124.5,,
0050,S2 Trend-Short,2023-09-17,BUYTOCOVER,126.9,收盤 > N日高,short,-2.075925,5.835225,20,40,2023-09-14,127.1,122.9,124.5,127.35,124.95
0050,S2 Trend-Short,2023-09-21,SELLSHORT,122.15,收盤 < L日低,short,0.0,5.835225,20,40,2023-09-20,127.35,122.9,122.75,,
0050,S2 Trend-Short,2023-11-13,BUYTOCOVER,129.5,收盤 > N日高,short,-7.475825,-1.6406,20,40,2023-11-12,127.45,121.1,122.75,128.7,122.15
0050,S2 Trend-Short,2024-01-17,SELLSHORT,127.6,收盤 < L日低,short,0.0,-1.6406,20,40,2024-01-16,136.0,129.9,127.45,,
0050,S2 Trend-Short,2024-01-29,BUYTOCOVER,136.65,收盤 > N日高,short,-9.182125,-10.822724999999998,20,40,2024-01-28,136.0,127.3,127.45,136.5,127.6
0050,S2 Trend-Short,2024-08-05,SELLSHORT,167.0,收盤 < L日低,short,0.0,-10.822724999999998,20,40,2024-08-04,202.8,166.15,158.75,,
0050,S2 Trend-Short,2024-09-24,BUYTOCOVER,188.0,收盤 > N日高,short,-21.1775,-32.000225,20,40,2024-09-23,184.1,158.4,158.75,185.0,167.0
0050,S3 MeanRevert-Long,2019-05-23,BUY,77.35,收盤 < L日低,long,0.0,0.0,20,40,2019-05-22,83.8,77.7,76.95,,
0050,S3 MeanRevert-Long,2019-06-19,SELL,80.45,收盤 > N日高,long,3.0211,3.0211,20,40,2019-06-18,79.8,76.3,76.95,80.75,77.35
0050,S3 MeanRevert-Long,2020-02-02,BUY,88.8,收盤 < L日低,long,0.0,3.0211,20,40,2020-01-30,98.85,91.4,89.95,,
0050,S3 MeanRevert-Long,2020-04-15,SELL,79.9,收盤 > N日高,long,-8.98435,-5.963249999999999,20,40,2020-04-14,80.95,67.25,89.95,81.2,88.8
0050,S3 MeanRevert-Long,2021-05-12,BUY,126.55,收盤 < L日低,long,0.0,-5.963249999999999,20,40,2021-05-11,142.0,130.6,129.4,,
0050,S3 MeanRevert-Long,2021-06-15,SELL,138.4,收盤 > N日高,long,11.717525,5.754275000000002,20,40,2021-06-14,138.5,121.2,129.4,138.85,126.55
0050,S3 MeanRevert-Long,2021-07-28,BUY,136.15,收盤 < L日低,long,0.0,5.754275000000002,20,40,2021-07-27,141.85,134.5,134.25,,
0050,S3 MeanRevert-Long,2021-08-30,SELL,139.1,收盤 > N日高,long,2.812375,8.566650000000001,20,40,2021-08-29,139.45,130.2,134.25,139.5,136.15
0050,S3 MeanRevert-Long,2022-02-24,BUY,139.35,收盤 < L日低,long,0.0,8.566650000000001,20,40,2022-02-23,152.25,140.3,138.8,,
0050,S3 MeanRevert-Long,2022-07-31,SELL,117.8,收盤 > N日高,long,-21.678575,-13.111924999999998,20,40,2022-07-28,117.95,108.45,138.8,118.0,139.35
0050,S3 MeanRevert-Long,2022-09-19,BUY,112.85,收盤 < L日低,long,0.0,-13.111924999999998,20,40,2022-09-18,122.0,112.1,112.05,,
0050,S3 MeanRevert-Long,2022-11-09,SELL,103.15,收盤 > N日高,long,-9.808,-22.919925,20,40,2022-11-08,102.3,96.5,112.05,104.5,112.85
0050,S3 MeanRevert-Long,2023-04-26,BUY,116.35,收盤 < L日低,long,0.0,-22.919925,20,40,2023-04-25,122.35,116.5,116.1,,
0050,S3 MeanRevert-Long,2023-05-17,SELL,121.5,收盤 > N日高,long,5.031075,-17.888849999999998,20,40,2023-05-16,120.4,115.5,116.1,120.55,116.35
0050,S3 MeanRevert-Long,2023-08-14,BUY,125.55,收盤 < L日低,long,0.0,-17.888849999999998,20,40,2023-08-13,132.5,126.15,124.5,,
0050,S3 MeanRevert-Long,2023-09-17,SELL,126.3,收盤 > N日高,long,0.624075,-17.264774999999997,20,40,2023-09-14,127.1,122.9,124.5,127.35,125.55
0050,S3 MeanRevert-Long,2023-09-21,BUY,122.75,收盤 < L日低,long,0.0,-17.264774999999997,20,40,2023-09-20,127.35,122.9,122.75,,
0050,S3 MeanRevert-Long,2023-11-13,SELL,128.9,收盤 > N日高,long,6.024175,-11.240599999999997,20,40,2023-11-12,127.45,121.1,122.75,128.7,122.75
0050,S3 MeanRevert-Long,2024-01-17,BUY,128.2,收盤 < L日低,long,0.0,-11.240599999999997,20,40,2024-01-16,136.0,129.9,127.45,,
0050,S3 MeanRevert-Long,2024-01-29,SELL,136.05,收盤 > N日高,long,7.717875,-3.5227249999999968,20,40,2024-01-28,136.0,127.3,127.45,136.5,128.2
0050,S3 MeanRevert-Long,2024-08-05,BUY,167.6,收盤 < L日低,long,0.0,-3.5227249999999968,20,40,2024-08-04,202.8,166.15,158.75,,
0050,S3 MeanRevert-Long,2024-09-24,SELL,187.4,收盤 > N日高,long,19.6225,16.099775,20,40,2024-09-23,184.1,158.4,158.75,185.0,167.6
0050,S4 MeanRevert-Short,2019-02-25,SELLSHORT,77.35,收盤 > N日高,short,0.0,0.0,20,40,2019-02-24,76.7,72.0,77.5,,
0050,S4 MeanRevert-Short,2019-05-23,BUYTOCOVER,77.35,收盤 < L日低,short,-0.07735,-0.07735,20,40,2019-05-22,83.8,77.7,77.5,76.95,77.35
0050,S4 MeanRevert-Short,2019-06-19,SELLSHORT,80.45,收盤 > N日高,short,0.0,-0.07735,20,40,2019-06-18,79.8,76.3,80.75,,
0050,S4 MeanRevert-Short,2020-02-02,BUYTOCOVER,88.8,收盤 < L日低,short,-8.434625,-8.511975,20,40,2020-01-30,98.85,91.4,80.75,89.95,80.45
0050,S4 MeanRevert-Short,2020-04-15,SELLSHORT,79.9,收盤 > N日高,short,0.0,-8.511975,20,40,2020-04-14,80.95,67.25,81.2,,
0050,S4 MeanRevert-Short,2021-05-12,BUYTOCOVER,126.55,收盤 < L日低,short,-46.753225,-55.2652,20,40,2021-05-11,142.0,130.6,81.2,129.4,79.9
0050,S4 MeanRevert-Short,2021-06-15,SELLSHORT,138.4,收盤 > N日高,short,0.0,-55.2652,20,40,2021-06-14,138.5,121.2,138.85,,
0050,S4 MeanRevert-Short,2021-07-28,BUYTOCOVER,136.15,收盤 < L日低,short,2.112725,-53.152475,20,40,2021-07-27,141.85,134.5,138.85,134.25,138.4
0050,S4 MeanRevert-Short,2021-08-30,SELLSHORT,139.1,收盤 > N日高,short,0.0,-53.152475,20,40,2021-08-29,139.45,130.2,139.5,,
0050,S4 MeanRevert-Short,2022-02-24,BUYTOCOVER,139.35,收盤 < L日低,short,-0.389225,-53.541700000000006,20,40,2022-02-23,152.25,140.3,139.5,138.8,139.1
0050,S4 MeanRevert-Short,2022-07-31,SELLSHORT,117.8,收盤 > N日高,short,0.0,-53.541700000000006,20,40,2022-07-28,117.95,108.45,118.0,,
0050,S4 MeanRevert-Short,2022-09-19,BUYTOCOVER,112.85,收盤 < L日低,short,4.834675,-48.70702500000001,20,40,2022-09-18,122.0,112.1,118.0,112.05,117.8
0050,S4 MeanRevert-Short,2022-11-09,SELLSHORT,103.15,收盤 > N日高,short,0.0,-48.70702500000001,20,40,2022-11-08,102.3,96.5,104.5,,
0050,S4 MeanRevert-Short,2023-04-26,BUYTOCOVER,116.35,收盤 < L日低,short,-13.30975,-62.01677500000001,20,40,2023-04-25,122.35,116.5,104.5,116.1,103.15
0050,S4 MeanRevert-Short,2023-05-17,SELLSHORT,121.5,收盤 > N日高,short,0.0,-62.01677500000001,20,40,2023-05-16,120.4,115.5,120.55,,
0050,S4 MeanRevert-Short,2023-08-14,BUYTOCOVER,125.55,收盤 < L日低,short,-4.173525,-66.19030000000001,20,40,2023-08-13,132.5,126.15,120.55,124.5,121.5
0050,S4 MeanRevert-Short,2023-09-17,SELLSHORT,126.3,收盤 > N日高,short,0.0,-66.19030000000001,20,40,2023-09-14,127.1,122.9,127.35,,
0050,S4 MeanRevert-Short,2023-09-21,BUYTOCOVER,122.75,收盤 < L日低,short,3.425475,-62.76482500000001,20,40,2023-09-20,127.35,122.9,127.35,122.75,126.3
0050,S4 MeanRevert-Short,2023-11-13,SELLSHORT,128.9,收盤 > N日高,short,0.0,-62.76482500000001,20,40,2023-11-12,127.45,121.1,128.7,,
0050,S4 MeanRevert-Short,2024-01-17,BUYTOCOVER,128.2,收盤 < L日低,short,0.57145,-62.19337500000001,20,40,2024-01-16,136.0,129.9,128.7,127.45,128.9
0050,S4 MeanRevert-Short,2024-01-29,SELLSHORT,136.05,收盤 > N日高,short,0.0,-62.19337500000001,20,40,2024-01-28,136.0,127.3,136.5,,
0050,S4 MeanRevert-Short,2024-08-05,BUYTOCOVER,167.6,收盤 < L日低,short,-31.701825,-93.89520000000002,20,40,2024-08-04,202.8,166.15,136.5,158.75,136.05
0050,S4 MeanRevert-Short,2024-09-24,SELLSHORT,187.4,收盤 > N日高,short,0.0,-93.89520000000002,20,40,2024-09-23,184.1,158.4,185.0,,
